STAID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS
02404000,279.0,727,169,257,78.2,170,0.197,0.158,9.0,191.3,-0.981,-0.195
02404400,259.8,731,144,236,82.3,148,0.197,0.157,7.8,244.1,-0.437,-0.900
02405500,208.0,489,125,197,52.6,130,0.228,0.198,7.7,122.3,-0.535,0.845
02406500,268.0,708,131,267,88.0,133,0.237,0.236,7.9,235.1,-0.573,-0.820
02407000,288.2,1279,117,254,127.7,121,0.147,0.118,7.3,177.0,-0.999,0.053
02407514,188.3,474,119,174,48.9,120,0.195,0.155,6.7,130.0,-0.643,0.766
02408500,254.7,585,120,244,51.9,147,0.290,0.267,6.5,165.3,-0.967,0.254
02408540,249.1,585,106,242,53.8,126,0.299,0.284,6.8,162.4,-0.953,0.302
02410000,184.3,227,144,185,16.8,154,0.485,0.494,3.5,213.5,-0.833,-0.553
02411000,270.2,1279,47,237,124.9,48,0.181,0.154,6.9,173.5,-0.994,0.112
02411800,378.2,437,340,376,19.3,341,0.394,0.371,4.0,11.5,0.980,0.200
02411930,354.6,437,279,356,26.7,283,0.479,0.487,4.3,204.0,-0.913,-0.407
02412000,343.2,523,251,344,33.3,263,0.339,0.342,4.9,220.5,-0.760,-0.650
02413000,337.7,443,301,335,20.0,302,0.259,0.239,3.2,159.8,-0.938,0.346
02413210,332.2,473,279,329,24.6,280,0.274,0.258,3.5,169.4,-0.983,0.183
02413300,333.0,523,261,329,29.3,262,0.275,0.260,4.0,168.0,-0.978,0.207
02414500,320.2,713,181,320,43.9,186,0.262,0.261,5.4,177.3,-0.999,0.047
02414715,302.9,713,158,309,55.1,166,0.261,0.272,5.1,182.5,-0.999,-0.044
02415000,279.2,474,173,277,48.6,177,0.353,0.346,6.4,175.1,-0.996,0.086
02418230,213.7,264,160,215,21.8,164,0.517,0.529,3.5,218.9,-0.779,-0.627
02418500,265.8,713,54,266,70.8,58,0.321,0.322,5.0,180.1,-1.000,-0.002
02418760,192.9,250,123,192,23.8,141,0.550,0.543,3.2,204.5,-0.910,-0.415
02419000,138.6,250,70,131,34.5,70,0.381,0.339,2.9,197.0,-0.956,-0.292
02419890,220.6,713,40,217,94.9,48,0.268,0.263,4.2,193.3,-0.973,-0.230
02420000,250.8,1279,33,230,119.9,36,0.175,0.158,6.0,180.7,-1.000,-0.012
02421000,86.7,170,47,83,19.8,49,0.323,0.293,1.9,302.9,0.543,-0.840
02422000,74.8,165,42,72,18.6,45,0.267,0.244,2.1,67.8,0.378,0.926
02422500,136.3,224,51,137,31.6,62,0.493,0.497,4.7,179.4,-1.000,0.011
02423000,232.2,1279,23,216,124.4,24,0.167,0.154,5.7,182.6,-0.999,-0.045
02423130,296.0,453,206,296,45.0,207,0.364,0.364,8.8,151.3,-0.877,0.480
02423380,240.7,453,141,235,45.1,145,0.319,0.301,8.1,142.7,-0.796,0.606
02423397,220.5,367,188,214,28.2,188,0.182,0.145,5.1,248.7,-0.363,-0.932
02423400,217.6,398,170,211,31.6,172,0.209,0.180,6.0,273.0,0.051,-0.999
02423414,210.6,398,141,204,35.5,145,0.271,0.245,7.2,287.8,0.305,-0.952
02423425,230.0,453,134,222,45.8,146,0.301,0.276,7.9,151.0,-0.875,0.484
02423496,225.4,453,120,218,47.4,144,0.317,0.294,7.8,151.4,-0.878,0.479
02423500,224.5,453,117,217,47.8,122,0.320,0.298,7.8,150.6,-0.871,0.491
0242354750,200.4,401,131,190,48.3,136,0.257,0.219,8.6,256.6,-0.232,-0.973
02423555,213.5,453,108,206,51.2,109,0.306,0.284,7.7,150.2,-0.868,0.497
02423630,215.7,374,146,214,37.2,151,0.306,0.298,6.9,153.5,-0.895,0.446
02424000,176.9,453,53,168,49.3,75,0.310,0.288,6.0,165.4,-0.968,0.253
02424500,156.6,453,40,152,57.0,42,0.282,0.271,5.9,168.8,-0.981,0.194
02424590,151.3,453,31,148,59.4,31,0.285,0.277,5.8,177.0,-0.999,0.053
02425000,143.6,453,27,140,58.7,30,0.274,0.265,5.7,178.0,-0.999,0.034
02425500,95.7,176,38,95,27.2,41,0.418,0.413,4.1,211.9,-0.849,-0.529
02427250,89.8,176,40,89,22.2,43,0.366,0.360,3.2,177.4,-0.999,0.045
02427700,63.9,126,20,64,19.3,23,0.414,0.415,3.1,146.4,-0.833,0.554
02428500,73.9,176,15,72,25.7,17,0.366,0.354,4.1,212.3,-0.846,-0.534
02429900,136.8,199,103,135,17.1,109,0.352,0.333,4.1,188.4,-0.989,-0.146
02429980,162.0,196,138,162,12.6,139,0.414,0.414,4.2,224.3,-0.716,-0.698
02430000,148.0,200,123,146,17.9,126,0.324,0.299,3.6,224.7,-0.711,-0.703
02430085,146.5,197,113,146,15.3,114,0.398,0.393,4.1,265.1,-0.086,-0.996
02430615,125.5,167,97,126,12.8,101,0.407,0.414,4.9,248.5,-0.367,-0.930
02430680,124.4,240,91,122,17.9,92,0.224,0.208,2.2,160.3,-0.942,0.336
02430880,122.9,166,92,123,14.2,92,0.418,0.419,4.9,257.6,-0.215,-0.977
02432500,176.6,278,97,176,38.0,105,0.440,0.436,6.0,261.4,-0.150,-0.989
02433000,150.2,278,73,145,39.6,76,0.376,0.351,5.3,245.0,-0.423,-0.906
02435020,113.4,236,72,110,22.7,78,0.252,0.232,2.5,177.7,-0.999,0.040
02436500,106.0,236,59,103,22.1,67,0.265,0.249,2.2,164.7,-0.964,0.264
02437100,116.1,278,57,113,32.0,48,0.267,0.253,3.0,192.2,-0.978,-0.211
02438000,209.2,298,124,211,34.5,112,0.489,0.500,6.7,212.2,-0.846,-0.534
02439400,163.9,298,92,160,47.3,65,0.349,0.330,5.6,224.6,-0.712,-0.702
02440000,122.7,175,86,123,21.3,70,0.412,0.416,2.3,164.6,-0.964,0.265
02440500,115.1,175,82,112,22.3,56,0.356,0.323,1.8,180.9,-1.000,-0.016
02441390,119.1,298,57,115,42.0,44,0.258,0.241,3.0,185.2,-0.996,-0.091
02442000,157.5,268,97,156,28.9,98,0.354,0.345,4.2,186.9,-0.993,-0.120
02442500,139.9,269,72,138,32.4,75,0.345,0.335,4.5,215.9,-0.810,-0.586
02443000,129.3,269,54,127,36.2,56,0.350,0.340,4.2,239.7,-0.504,-0.863
02443500,118.3,269,45,115,35.1,51,0.327,0.313,4.1,211.1,-0.856,-0.517
02444000,100.1,191,48,98,25.1,48,0.364,0.350,4.3,182.6,-0.999,-0.046
02444160,119.1,298,57,115,41.5,39,0.258,0.241,3.0,185.3,-0.996,-0.092
02444500,108.7,298,27,101,41.8,33,0.301,0.273,3.0,183.5,-0.998,-0.061
02446500,140.7,264,57,137,40.8,65,0.404,0.386,5.2,172.8,-0.992,0.125
02447025,119.1,298,57,115,42.6,32,0.258,0.241,3.2,183.5,-0.998,-0.061
02448000,130.6,210,85,128,30.7,47,0.365,0.344,2.2,120.2,-0.502,0.865
02448500,90.2,210,30,81,32.4,30,0.334,0.283,2.0,116.2,-0.441,0.897
02448900,62.4,148,33,62,11.9,33,0.256,0.252,1.1,133.4,-0.687,0.727
02449000,104.4,298,21,97,42.4,21,0.301,0.274,2.9,170.7,-0.987,0.162
02449245,61.7,115,34,59,14.5,37,0.342,0.309,2.2,215.5,-0.814,-0.581
02449882,252.0,333,198,249,28.2,199,0.400,0.378,6.0,287.4,0.299,-0.954
02450000,248.3,361,123,251,41.7,149,0.526,0.538,4.0,189.3,-0.987,-0.161
02450180,230.4,361,84,237,54.6,99,0.528,0.552,5.2,197.3,-0.955,-0.298
02450250,250.8,323,167,254,32.1,185,0.537,0.558,10.9,158.4,-0.930,0.368
02450825,236.3,309,176,235,25.1,178,0.454,0.444,6.6,160.2,-0.941,0.339
02453000,186.1,286,127,184,26.7,129,0.372,0.358,4.8,161.6,-0.949,0.316
02454055,149.8,257,84,149,29.5,85,0.381,0.376,5.5,158.6,-0.931,0.366
02455000,287.4,478,166,284,40.8,186,0.389,0.378,4.5,258.6,-0.198,-0.980
02455185,349.6,457,254,340,41.5,266,0.471,0.424,5.2,302.7,0.540,-0.842
02455500,266.5,478,97,273,63.7,119,0.445,0.462,6.2,260.9,-0.159,-0.987
02455900,258.6,478,94,267,66.7,110,0.429,0.451,6.5,257.5,-0.217,-0.976
02455980,253.3,426,156,250,42.2,161,0.360,0.348,9.4,287.9,0.308,-0.951
02456000,204.3,426,106,198,50.5,108,0.307,0.288,8.1,281.3,0.197,-0.980
02456500,242.4,478,81,249,71.2,103,0.407,0.423,6.6,243.3,-0.450,-0.893
02457000,239.1,375,170,236,34.0,175,0.337,0.322,5.9,232.4,-0.609,-0.793
02457595,211.3,375,120,205,37.3,131,0.358,0.333,6.0,242.8,-0.457,-0.890
02458300,212.0,374,172,201,30.8,175,0.198,0.144,4.2,282.1,0.209,-0.978
02458450,205.1,374,114,196,30.8,160,0.351,0.315,4.1,272.8,0.050,-0.999
02458600,199.2,374,114,194,27.7,160,0.328,0.308,4.2,254.2,-0.273,-0.962
02461500,181.9,320,118,178,25.2,136,0.316,0.297,3.6,282.2,0.212,-0.977
02462000,168.5,317,94,167,25.3,105,0.334,0.327,4.9,280.5,0.182,-0.983
02462500,200.7,478,58,194,62.8,83,0.340,0.324,6.6,196.4,-0.959,-0.283
02462951,198.1,478,53,190,62.5,59,0.341,0.322,6.7,197.9,-0.951,-0.308
02464000,145.8,232,67,144,27.6,73,0.478,0.467,5.8,193.6,-0.972,-0.235
02464146,144.0,188,79,145,18.9,91,0.596,0.606,5.0,282.3,0.213,-0.977
02464360,114.0,173,69,114,18.8,69,0.433,0.433,5.1,150.5,-0.871,0.492
02464660,106.8,158,72,105,17.6,74,0.405,0.384,3.8,171.3,-0.988,0.152
02465000,189.4,478,29,180,63.9,30,0.357,0.336,6.5,197.7,-0.952,-0.305
02465292,86.4,153,45,83,24.5,49,0.383,0.352,2.6,257.3,-0.219,-0.976
02465493,101.9,178,45,102,24.2,51,0.428,0.429,6.9,248.4,-0.368,-0.930
02466030,170.2,478,24,164,72.9,34,0.322,0.308,6.1,202.8,-0.922,-0.387
02467000,125.3,478,57,116,66.6,22,0.162,0.140,4.0,182.7,-0.999,-0.048
02467500,91.9,196,33,91,29.5,34,0.361,0.356,3.2,137.0,-0.731,0.683
02468500,55.3,109,22,55,13.3,27,0.383,0.379,1.6,209.0,-0.874,-0.486
02469761,119.8,478,57,116,66.0,1,0.149,0.140,3.9,179.5,-1.000,0.009
02469800,69.6,155,10,69,24.9,15,0.411,0.407,4.5,197.5,-0.953,-0.301
02470072,114.8,155,91,115,11.5,91,0.372,0.375,3.0,151.2,-0.876,0.482
02471001,51.7,102,0,52,20.6,6,0.507,0.510,4.2,146.2,-0.831,0.556
02471078,33.9,56,7,36,11.8,7,0.549,0.592,1.3,147.0,-0.839,0.544
02472000,118.1,192,62,119,19.8,66,0.431,0.438,2.5,149.2,-0.859,0.512
02472500,110.2,168,50,106,26.7,57,0.510,0.475,2.4,113.0,-0.391,0.920
02472850,116.1,171,58,116,22.9,65,0.514,0.513,2.6,137.4,-0.736,0.676
02473000,108.8,192,33,110,25.8,39,0.476,0.484,2.5,139.8,-0.764,0.645
02473460,127.1,202,91,124,18.9,92,0.325,0.297,3.0,188.8,-0.988,-0.152
02473500,113.4,202,63,114,23.4,63,0.362,0.367,2.9,171.3,-0.989,0.151
02474500,98.2,206,34,97,27.1,35,0.373,0.366,2.5,159.6,-0.937,0.349
02474560,102.5,206,25,104,29.0,26,0.428,0.436,2.5,143.5,-0.803,0.595
02474600,82.9,176,38,79,21.8,39,0.325,0.297,2.1,183.3,-0.998,-0.057
02475000,99.3,206,21,100,31.4,12,0.423,0.427,2.3,151.3,-0.877,0.480
02475500,131.5,212,93,131,19.6,86,0.323,0.319,2.7,142.9,-0.798,0.603
02476000,130.7,203,78,131,19.3,83,0.422,0.424,2.9,146.6,-0.835,0.551
02476500,129.5,189,88,129,15.3,97,0.411,0.406,3.9,205.5,-0.903,-0.430
02476600,127.7,203,78,128,20.3,83,0.397,0.400,3.4,153.2,-0.892,0.451
02477000,131.5,212,93,131,21.6,66,0.324,0.319,3.4,151.1,-0.876,0.483
02477990,107.2,203,47,104,27.9,50,0.386,0.365,3.3,154.7,-0.904,0.427
02478500,130.1,212,93,129,32.8,18,0.311,0.303,2.9,153.7,-0.896,0.443
02479000,102.4,212,9,105,33.6,10,0.460,0.473,2.6,153.6,-0.895,0.445
02479130,93.4,150,40,95,19.1,40,0.486,0.500,2.7,137.2,-0.734,0.679
02479155,67.8,101,33,69,12.7,33,0.511,0.529,2.4,155.0,-0.907,0.422
02479160,79.0,150,15,78,23.7,19,0.474,0.467,2.5,148.6,-0.854,0.521
02479300,62.9,122,9,65,22.4,9,0.477,0.496,1.9,131.2,-0.658,0.753
02479310,87.6,212,-5,86,35.6,2,0.427,0.419,2.5,152.1,-0.884,0.468
02479431,67.2,105,37,67,12.5,39,0.445,0.441,2.3,160.8,-0.944,0.329
02479500,63.7,115,13,64,18.3,24,0.498,0.500,2.4,145.4,-0.823,0.568
02479560,62.6,115,13,63,18.5,21,0.486,0.490,2.5,138.0,-0.743,0.669
02479945,70.7,101,30,72,13.4,37,0.573,0.592,3.5,242.2,-0.466,-0.885
02479980,65.9,83,34,68,9.0,34,0.651,0.694,2.5,212.1,-0.847,-0.532
02480002,58.1,78,29,60,10.0,36,0.593,0.633,2.9,288.8,0.322,-0.947
02481000,48.1,111,7,46,19.0,9,0.395,0.375,2.0,156.6,-0.918,0.396
02481510,66.3,131,8,66,24.9,12,0.474,0.472,2.5,155.0,-0.907,0.422
02481880,148.6,201,114,149,15.1,117,0.398,0.402,1.7,157.4,-0.923,0.385
02482000,145.3,216,102,146,16.0,106,0.380,0.386,2.1,173.3,-0.993,0.117
02482550,143.5,217,94,144,16.3,103,0.402,0.407,2.2,186.7,-0.993,-0.116
02483000,136.4,188,104,136,14.0,106,0.386,0.381,1.9,216.0,-0.809,-0.588
02483500,139.1,217,91,139,17.5,95,0.382,0.381,2.1,180.0,-1.000,0.000
02484000,150.0,217,116,150,15.1,117,0.337,0.337,2.3,214.6,-0.823,-0.568
02484500,141.3,217,98,141,18.5,98,0.363,0.361,2.2,204.2,-0.912,-0.410
02485574,114.1,159,94,113,10.1,95,0.309,0.292,2.7,303.0,0.545,-0.839
02485700,104.8,134,83,105,9.3,84,0.428,0.431,1.2,155.1,-0.907,0.420
02486000,132.2,217,75,133,21.5,78,0.403,0.408,1.9,204.2,-0.912,-0.409
02487500,124.1,188,79,124,16.4,80,0.414,0.413,2.2,187.3,-0.992,-0.127
02488000,125.5,217,55,126,23.7,65,0.435,0.438,2.0,192.5,-0.976,-0.216
02488500,123.3,217,50,125,24.9,51,0.439,0.449,2.0,182.1,-0.999,-0.037
02488700,115.0,167,55,116,23.8,57,0.536,0.545,2.7,191.3,-0.981,-0.195
02489000,120.6,217,30,123,26.8,32,0.485,0.497,2.1,184.1,-0.997,-0.072
02489500,114.6,217,14,118,31.3,19,0.496,0.512,2.1,177.1,-0.999,0.050
02490105,70.5,109,19,72,17.6,27,0.573,0.589,2.5,145.4,-0.823,0.568
02490500,126.9,173,73,129,15.2,73,0.539,0.560,1.9,158.6,-0.931,0.365
02492000,101.6,173,9,109,32.5,14,0.565,0.610,1.8,166.4,-0.972,0.235
02492343,57.2,113,18,55,16.7,22,0.412,0.389,2.6,207.1,-0.890,-0.456
02492360,60.6,127,15,58,19.0,24,0.407,0.384,2.3,211.6,-0.851,-0.524
03007800,627.1,787,442,640,75.8,444,0.537,0.574,16.2,218.7,-0.781,-0.625
03010500,601.5,787,426,615,78.1,440,0.486,0.524,14.8,220.0,-0.766,-0.643
03010655,619.4,768,448,628,71.9,450,0.536,0.563,15.9,255.8,-0.245,-0.969
03011020,581.7,787,414,588,77.0,416,0.450,0.466,14.3,215.1,-0.818,-0.575
03011800,624.6,701,472,636,37.7,474,0.667,0.716,7.6,215.5,-0.814,-0.580
03012550,576.0,787,365,585,77.5,372,0.500,0.521,14.0,216.8,-0.800,-0.599
03012600,575.1,787,353,584,77.7,354,0.512,0.532,14.0,217.1,-0.797,-0.604
03013000,468.4,664,382,461,64.1,385,0.306,0.280,5.4,9.8,0.985,0.170
03014500,454.0,567,379,454,40.6,386,0.399,0.399,3.9,274.5,0.079,-0.997
03015000,461.6,667,371,458,56.5,375,0.306,0.294,5.0,276.0,0.105,-0.994
03015310,543.5,787,349,544,88.0,356,0.444,0.445,11.6,225.8,-0.698,-0.716
03015500,486.0,601,360,487,44.3,364,0.523,0.527,7.4,209.2,-0.873,-0.487
03016000,534.6,787,322,529,86.5,330,0.457,0.445,11.3,221.2,-0.753,-0.658
03017500,536.5,653,377,549,52.9,377,0.578,0.623,11.2,209.9,-0.867,-0.498
03020000,513.0,653,316,520,57.4,323,0.585,0.605,10.8,210.1,-0.865,-0.502
03020500,461.0,578,310,467,41.5,318,0.564,0.586,6.4,215.2,-0.817,-0.577
03021350,485.7,569,398,485,34.1,401,0.513,0.509,4.9,269.3,-0.012,-1.000
03021500,460.9,569,376,457,39.2,376,0.440,0.420,4.4,271.9,0.034,-0.999
03021520,458.8,569,362,455,39.4,374,0.468,0.449,4.4,267.9,-0.037,-0.999
03022540,442.8,507,368,446,32.6,373,0.538,0.561,3.7,252.9,-0.294,-0.956
03022554,431.2,507,344,430,35.3,344,0.535,0.528,3.7,262.7,-0.127,-0.992
03023100,425.8,575,324,424,48.0,327,0.406,0.398,3.9,282.3,0.213,-0.977
03024000,418.5,575,308,418,48.7,308,0.414,0.412,4.0,278.2,0.143,-0.990
03025000,436.8,526,310,443,37.8,310,0.587,0.616,5.7,202.6,-0.923,-0.385
03025500,501.2,787,291,489,88.5,292,0.424,0.399,9.5,231.4,-0.624,-0.781
03026500,629.5,682,516,634,32.7,516,0.684,0.711,7.0,162.4,-0.953,0.302
03027500,617.8,722,462,625,42.4,487,0.599,0.627,8.3,213.4,-0.835,-0.550
03028000,595.8,703,458,605,46.6,459,0.563,0.600,10.8,191.4,-0.980,-0.197
03028500,590.9,722,434,601,53.9,435,0.545,0.580,9.9,200.0,-0.940,-0.342
03029500,541.8,733,345,536,62.5,361,0.507,0.492,9.2,207.8,-0.884,-0.467
03030500,528.5,733,314,524,66.7,314,0.512,0.501,9.2,207.1,-0.890,-0.456
03030852,513.2,733,298,508,71.5,309,0.495,0.483,8.9,204.5,-0.910,-0.415
03031500,497.1,787,258,485,86.6,259,0.452,0.429,9.3,223.1,-0.730,-0.683
03032500,474.4,671,294,476,50.9,302,0.479,0.483,9.4,198.8,-0.947,-0.323
03034000,479.7,690,365,469,57.0,365,0.353,0.320,10.0,245.2,-0.419,-0.908
03034500,476.4,630,356,475,50.6,362,0.439,0.434,11.0,223.5,-0.726,-0.688
03036000,463.7,690,304,458,56.3,332,0.414,0.399,10.5,229.1,-0.654,-0.756
03036500,489.5,787,236,477,85.6,238,0.460,0.437,9.5,219.3,-0.773,-0.634
03038000,387.3,525,294,388,39.9,297,0.404,0.407,11.6,200.8,-0.935,-0.356
03039000,377.9,525,241,379,42.3,261,0.482,0.486,11.5,201.4,-0.931,-0.364
03040000,657.6,918,361,662,95.3,363,0.533,0.540,8.7,271.1,0.019,-1.000
03041000,632.2,874,369,620,94.5,376,0.521,0.497,9.8,282.1,0.210,-0.978
03041029,643.4,916,345,639,99.6,353,0.523,0.515,9.2,273.8,0.066,-0.998
03041500,637.6,916,322,634,103.3,330,0.531,0.525,9.6,269.0,-0.018,-1.000
03042000,550.5,763,296,548,75.1,303,0.545,0.540,8.3,244.3,-0.434,-0.901
03042280,505.8,644,358,505,59.9,368,0.517,0.514,9.1,264.4,-0.098,-0.995
03042500,466.3,644,301,467,61.7,305,0.482,0.484,9.3,245.6,-0.413,-0.911
03044000,559.5,916,253,563,133.8,255,0.462,0.468,9.7,261.2,-0.154,-0.988
03045000,525.0,893,311,485,131.6,311,0.368,0.299,12.6,297.4,0.460,-0.888
03047000,459.2,893,267,423,133.9,281,0.307,0.249,10.8,288.6,0.320,-0.948
03048500,524.3,916,231,518,143.5,231,0.428,0.419,10.0,263.1,-0.121,-0.993
03049000,380.1,475,243,384,35.9,243,0.591,0.608,9.2,180.5,-1.000,-0.008
03049500,488.4,916,225,474,100.9,226,0.381,0.360,9.7,226.0,-0.694,-0.720
03049646,335.2,404,250,337,26.3,252,0.553,0.565,7.9,148.5,-0.853,0.523
03049658,339.2,422,252,341,28.2,253,0.513,0.524,9.4,235.3,-0.569,-0.822
03049676,315.6,389,222,319,33.6,227,0.560,0.581,9.3,186.3,-0.994,-0.110
03049800,337.0,402,240,341,30.1,240,0.599,0.623,11.7,195.4,-0.964,-0.265
03049807,343.4,409,224,349,31.5,230,0.645,0.676,9.3,177.8,-0.999,0.039
03050000,866.5,1447,591,858,170.7,610,0.322,0.312,21.1,311.8,0.666,-0.746
03050500,828.5,1447,578,814,170.4,580,0.288,0.272,20.1,300.6,0.509,-0.861
03051000,779.3,1447,516,744,163.1,518,0.283,0.245,18.0,293.8,0.404,-0.915
03052000,761.4,1168,517,750,122.3,517,0.375,0.358,17.5,310.9,0.655,-0.756
03052500,577.5,677,473,575,41.5,501,0.512,0.500,12.6,287.0,0.293,-0.956
03053500,634.6,1202,418,589,170.5,430,0.276,0.218,14.9,291.4,0.365,-0.931
03054500,712.4,1447,391,681,174.9,403,0.304,0.275,16.6,297.2,0.457,-0.889
03056000,669.2,1447,294,637,180.0,299,0.325,0.297,16.3,288.8,0.322,-0.947
03056250,514.7,728,310,523,76.5,310,0.490,0.510,15.1,207.1,-0.890,-0.456
03057000,642.0,1447,255,611,184.8,267,0.325,0.299,16.1,281.4,0.197,-0.980
03058000,399.1,592,309,390,51.5,330,0.318,0.286,17.3,234.3,-0.584,-0.812
03058500,401.4,592,301,394,52.2,311,0.345,0.320,17.6,197.7,-0.953,-0.304
03059000,386.0,592,280,379,50.0,286,0.340,0.317,16.6,178.8,-1.000,0.021
03059500,392.5,587,294,384,52.2,317,0.336,0.307,16.6,204.4,-0.911,-0.413
03061000,380.1,592,260,374,49.0,270,0.362,0.343,16.5,172.6,-0.992,0.129
03061500,379.8,512,274,378,39.5,276,0.445,0.437,17.1,140.4,-0.771,0.637
03062400,464.7,674,270,443,117.6,276,0.482,0.428,13.7,291.6,0.369,-0.930
03062500,524.3,728,250,547,104.5,280,0.574,0.621,11.8,260.0,-0.174,-0.985
03065000,997.8,1469,514,1005,158.4,530,0.507,0.514,20.5,290.4,0.348,-0.938
03065400,1026.9,1327,945,994,77.1,953,0.214,0.128,9.5,288.0,0.308,-0.951
03066000,1023.0,1327,930,998,70.5,936,0.234,0.171,8.8,288.3,0.314,-0.950
03067510,1268.4,1476,1083,1272,81.5,1084,0.472,0.481,17.4,309.9,0.641,-0.767
03068800,1134.3,1476,649,1151,163.3,652,0.587,0.607,19.7,296.2,0.442,-0.897
03069000,1017.0,1476,499,1091,238.4,507,0.530,0.606,21.2,293.0,0.390,-0.921
03069500,995.2,1480,483,1001,183.4,483,0.514,0.520,18.7,294.7,0.418,-0.908
03069870,930.9,1476,422,958,211.8,426,0.483,0.509,19.7,288.2,0.313,-0.950
03070000,922.3,1476,416,951,215.0,448,0.478,0.505,19.8,289.4,0.332,-0.943
03070500,601.3,943,410,592,74.9,483,0.359,0.341,10.6,215.2,-0.817,-0.576
03072000,370.6,517,250,370,42.4,283,0.452,0.449,18.1,135.3,-0.711,0.704
03072500,600.5,1476,234,537,252.1,268,0.295,0.244,16.7,261.9,-0.140,-0.990
03072655,596.9,1476,232,533,251.9,233,0.293,0.242,16.6,261.8,-0.143,-0.990
03073000,369.1,481,261,371,37.6,269,0.491,0.500,15.5,137.4,-0.736,0.677
03074500,390.2,835,272,351,111.0,273,0.210,0.140,9.8,272.3,0.041,-0.999
03075000,561.2,1476,220,471,249.4,223,0.272,0.200,15.9,252.0,-0.309,-0.951
03075070,555.7,1476,217,461,249.1,255,0.269,0.194,15.8,250.3,-0.336,-0.942
03075500,790.4,1023,719,779,46.2,719,0.235,0.197,9.3,273.1,0.053,-0.999
03075905,834.3,930,755,828,23.4,766,0.453,0.417,4.2,6.9,0.993,0.120
03076500,782.8,1023,451,778,58.1,459,0.580,0.572,9.3,278.7,0.150,-0.989
03076600,753.5,919,475,753,71.9,476,0.627,0.626,13.8,268.4,-0.029,-1.000
03077500,743.0,1023,396,764,99.9,412,0.553,0.587,10.6,293.2,0.394,-0.919
03078000,786.9,931,636,793,55.0,649,0.512,0.532,8.6,64.8,0.425,0.905
03079000,719.3,977,503,714,73.2,512,0.456,0.445,8.5,260.1,-0.173,-0.985
03080000,672.7,906,407,662,92.6,418,0.532,0.511,11.8,138.3,-0.746,0.665
03081000,721.6,1023,396,740,97.1,401,0.519,0.549,10.3,235.9,-0.561,-0.828
03081500,718.3,1023,354,738,99.8,370,0.545,0.574,10.5,224.5,-0.713,-0.701
03082500,689.6,1023,257,710,119.1,267,0.565,0.591,11.3,252.3,-0.304,-0.953
03083000,581.2,671,384,607,64.1,393,0.687,0.777,12.6,258.4,-0.201,-0.980
03083500,615.6,1023,219,654,176.0,224,0.493,0.541,10.8,246.5,-0.399,-0.917
03084000,352.5,422,289,355,24.6,296,0.478,0.496,8.8,178.9,-1.000,0.020
03084698,341.7,458,221,345,33.7,227,0.509,0.523,9.8,201.7,-0.929,-0.370
03084800,336.1,414,227,340,28.3,225,0.583,0.604,9.6,186.3,-0.994,-0.109
03085000,560.9,1476,216,503,235.2,218,0.274,0.228,14.4,245.7,-0.412,-0.911
03085049,314.0,405,232,315,34.7,232,0.474,0.480,8.5,244.2,-0.435,-0.901
03085213,341.6,397,231,346,28.1,231,0.666,0.693,10.3,158.7,-0.932,0.363
03085500,343.5,452,229,345,32.6,232,0.514,0.520,9.3,151.3,-0.877,0.480
03085956,336.1,403,257,340,23.2,257,0.542,0.568,7.2,143.5,-0.804,0.595
03086500,358.6,432,309,355,25.2,309,0.403,0.374,2.6,321.8,0.786,-0.619
03089500,357.5,412,318,357,18.8,320,0.420,0.415,2.4,286.9,0.290,-0.957
03090500,348.1,432,292,345,23.4,299,0.401,0.379,1.8,347.1,0.975,-0.223
03091500,344.5,432,278,342,25.4,279,0.432,0.416,1.7,341.1,0.946,-0.325
03092000,310.8,362,280,310,15.6,280,0.376,0.366,1.1,58.1,0.529,0.849
03092090,352.6,399,310,352,15.7,310,0.479,0.472,1.7,201.0,-0.933,-0.359
03092460,338.8,399,284,341,20.2,287,0.477,0.496,1.9,101.4,-0.197,0.980
03092500,333.0,399,279,337,23.8,280,0.450,0.483,1.8,69.1,0.357,0.934
03093000,318.5,408,271,318,29.4,271,0.347,0.343,1.8,90.2,-0.004,1.000
03094000,328.1,432,267,330,31.8,274,0.370,0.382,1.6,30.5,0.861,0.508
03095500,302.4,357,270,299,23.5,270,0.373,0.333,0.6,256.1,-0.240,-0.971
03097550,320.0,432,258,321,32.5,260,0.356,0.362,1.4,326.3,0.832,-0.555
03098000,319.8,432,253,321,32.2,266,0.373,0.380,1.4,317.8,0.740,-0.672
03098500,339.1,400,277,340,20.1,283,0.505,0.512,2.3,25.9,0.900,0.437
03098600,321.0,432,253,322,31.8,259,0.380,0.385,1.5,327.8,0.846,-0.533
03098700,320.7,365,263,325,23.3,264,0.566,0.608,1.9,172.0,-0.990,0.139
03099500,321.4,432,237,323,31.6,241,0.433,0.441,1.6,323.3,0.802,-0.598
03101500,331.9,412,297,330,21.3,299,0.303,0.287,1.1,345.9,0.970,-0.244
03102500,371.5,452,292,380,39.6,302,0.497,0.550,3.4,275.9,0.103,-0.995
