STAID,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC
03023100,116.35,113.15,8.14,8.10,14.13,0.337,14.9,2.03,0.424,2.8,69.3,69,281.8,137.1,286,133,156.8,152,17.5,10.0,17,10,604.3,24.6,0.096,7.50,6.66,8.44,8.87,9.46,12.14,10.84,11.06,11.69,9.89,10.15,9.68,-4.86,-4.23,0.62,7.02,12.85,17.89,20.21,19.32,15.73,9.86,3.80,-2.27
03024000,115.20,111.30,8.14,8.50,14.23,0.363,14.9,2.08,0.427,2.3,69.3,69,281.7,136.8,282,134,155.3,148,17.2,10.0,15,10,603.7,24.4,0.098,7.35,6.55,8.39,8.88,9.48,12.08,10.94,10.95,11.54,9.56,10.00,9.49,-4.76,-4.10,0.77,7.14,12.98,17.99,20.29,19.41,15.81,9.91,3.85,-2.21
03025000,113.52,112.06,7.86,8.70,14.16,0.362,15.1,1.66,0.327,2.6,68.6,69,276.7,139.4,284,131,152.9,147,16.3,10.7,15,10,593.1,23.7,0.117,6.80,6.17,8.47,9.37,10.12,12.44,11.49,10.74,11.33,8.48,9.50,8.61,-4.86,-4.10,0.82,7.16,12.99,17.87,20.14,19.30,15.61,9.61,3.60,-2.43
03025500,113.97,112.21,7.44,8.90,13.52,0.645,15.2,1.41,0.540,2.6,68.1,69,271.3,143.6,288,129,155.9,146,17.1,10.5,15,10,578.7,26.3,0.103,7.39,6.24,8.38,8.95,9.55,12.73,10.89,10.72,11.26,9.10,9.76,9.06,-5.39,-4.73,0.19,6.67,12.50,17.32,19.55,18.72,15.04,9.20,3.20,-2.91
03026500,121.20,119.21,6.79,6.90,12.57,0.243,13.0,1.14,0.139,0.9,66.3,66,253.6,156.7,254,156,161.2,162,18.0,11.0,18,11,548.8,29.0,0.085,8.60,6.85,9.56,9.38,10.48,14.19,11.07,11.10,11.27,8.67,9.93,10.11,-6.01,-5.15,-0.05,6.47,12.22,16.66,18.85,18.04,14.29,8.58,2.66,-3.56
03027500,120.49,117.58,6.85,6.90,12.78,0.252,13.3,1.10,0.202,1.0,66.3,67,253.7,156.5,259,153,161.4,164,17.8,11.0,18,11,552.1,29.0,0.087,8.52,6.84,9.42,9.42,10.51,13.93,11.10,11.13,11.19,8.71,9.94,9.78,-5.94,-5.09,0.00,6.52,12.27,16.73,18.90,18.09,14.34,8.64,2.70,-3.49
03028000,118.89,115.50,6.62,6.90,12.65,0.342,13.4,0.85,0.295,0.9,67.2,68,257.7,153.6,261,151,161.2,160,18.0,11.0,17,11,545.3,29.1,0.083,8.44,6.76,9.33,9.52,10.44,13.39,10.95,10.98,10.89,8.62,9.90,9.70,-5.93,-5.11,-0.10,6.40,12.13,16.66,18.82,18.03,14.26,8.52,2.68,-3.50
03028500,118.61,113.47,6.82,7.10,12.86,0.387,13.3,1.02,0.258,1.2,66.9,67,257.6,153.7,266,148,161.2,158,17.7,11.0,17,11,551.7,28.6,0.088,8.36,6.71,9.23,9.45,10.49,13.44,11.06,11.00,10.89,8.61,9.91,9.50,-5.82,-4.99,0.04,6.53,12.29,16.80,18.95,18.16,14.41,8.67,2.78,-3.38
03029500,115.55,116.56,7.31,8.20,13.35,0.534,14.7,1.53,0.463,1.9,67.9,68,267.0,145.8,275,138,155.0,141,16.4,10.7,13,10,569.6,26.3,0.097,7.85,6.55,9.00,9.32,10.21,13.20,11.22,10.65,10.73,8.33,9.66,8.89,-5.44,-4.58,0.43,6.92,12.66,17.24,19.39,18.61,14.84,9.00,3.15,-2.96
03030500,115.80,117.89,7.47,8.90,13.51,0.620,15.3,1.64,0.494,2.2,67.9,67,267.9,144.6,268,139,153.3,147,16.0,10.6,15,10,575.8,25.9,0.100,7.81,6.56,8.99,9.37,10.20,13.23,11.39,10.63,10.81,8.31,9.69,8.85,-5.32,-4.44,0.57,7.06,12.79,17.38,19.54,18.76,14.97,9.11,3.27,-2.83
03030852,115.88,111.15,7.67,9.50,13.69,0.713,15.9,1.74,0.517,2.8,67.9,67,268.7,143.6,276,134,151.9,138,15.8,10.5,14,10,583.3,25.5,0.103,7.73,6.53,8.91,9.40,10.20,13.26,11.55,10.67,10.93,8.26,9.70,8.81,-5.19,-4.27,0.74,7.22,12.94,17.54,19.70,18.92,15.14,9.24,3.40,-2.69
03031500,114.06,106.87,7.56,9.80,13.64,0.727,16.4,1.53,0.586,3.3,68.0,67,271.5,142.9,281,130,154.3,127,16.7,10.5,12,9,582.5,26.0,0.104,7.40,6.26,8.46,9.03,9.67,12.81,11.06,10.70,11.18,8.87,9.71,8.97,-5.28,-4.57,0.37,6.85,12.65,17.43,19.66,18.83,15.14,9.27,3.29,-2.80
03032500,114.19,112.32,8.34,9.10,14.24,0.528,15.6,2.55,0.225,2.8,68.7,67,276.7,134.1,279,134,145.9,138,15.2,10.0,13,10,607.9,23.8,0.108,7.41,6.74,9.14,8.95,10.22,13.26,11.80,10.38,10.56,7.87,9.18,8.70,-4.63,-3.58,1.48,7.90,13.55,18.20,20.37,19.57,15.70,9.68,3.96,-2.06
03034000,115.11,114.76,8.43,8.60,14.31,0.426,15.0,2.67,0.229,2.6,68.9,69,278.2,133.2,279,132,151.8,153,16.0,10.3,16,10,610.3,23.4,0.099,7.66,6.94,9.42,9.04,10.38,12.74,11.80,10.40,10.55,7.77,9.36,8.65,-4.53,-3.39,1.61,8.02,13.63,18.25,20.41,19.63,15.74,9.72,4.00,-1.90
03034500,122.33,115.81,8.42,8.70,14.38,0.388,15.2,2.94,0.128,3.0,69.3,69,280.1,130.3,280,131,167.4,158,17.8,11.1,16,11,610.2,23.5,0.087,8.48,7.68,10.30,9.71,10.82,12.72,12.97,10.72,11.10,7.87,10.11,9.32,-4.47,-3.23,1.85,8.24,13.82,18.35,20.51,19.76,15.91,9.93,4.21,-1.72
03036000,116.81,113.12,8.50,8.70,14.50,0.466,15.6,2.77,0.215,2.7,68.8,68,278.9,132.5,279,137,154.8,145,16.1,10.5,14,11,613.1,23.3,0.097,7.87,7.09,9.59,9.25,10.51,12.62,12.18,10.55,10.69,7.74,9.57,8.77,-4.40,-3.21,1.80,8.18,13.78,18.38,20.55,19.78,15.92,9.89,4.17,-1.75
03036500,113.95,105.01,7.73,9.50,13.80,0.833,16.3,1.70,0.701,3.5,68.1,67,272.5,141.5,283,130,152.9,125,16.4,10.4,12,9,588.2,25.5,0.103,7.41,6.33,8.54,9.03,9.76,12.80,11.17,10.65,11.08,8.69,9.64,8.91,-5.14,-4.36,0.59,7.05,12.83,17.59,19.81,18.99,15.28,9.38,3.43,-2.64
03038000,114.26,107.26,9.14,9.50,15.49,0.382,16.4,3.22,0.167,3.6,68.2,68,281.7,129.8,283,129,141.5,131,14.0,9.8,13,9,634.5,20.6,0.101,7.75,6.88,9.29,9.05,10.66,12.03,12.03,10.63,10.48,7.38,9.63,8.32,-3.43,-2.18,2.77,8.96,14.41,19.02,21.15,20.44,16.65,10.58,4.94,-0.90
03039000,111.55,103.21,9.18,9.30,15.59,0.390,16.1,3.24,0.178,3.4,68.0,67,282.2,129.7,284,129,137.8,135,13.5,9.6,13,10,636.0,20.3,0.105,7.52,6.64,9.00,8.85,10.56,11.83,11.74,10.46,10.26,7.22,9.36,8.01,-3.31,-2.06,2.86,9.04,14.49,19.11,21.26,20.56,16.78,10.68,5.02,-0.82
03040000,111.58,118.19,8.22,10.00,13.63,0.728,16.2,2.60,0.634,3.6,70.5,68,275.3,132.0,286,126,138.2,150,13.4,9.4,15,10,592.5,24.8,0.074,8.31,7.45,9.51,9.43,10.97,10.80,10.59,9.84,9.89,7.75,9.03,7.98,-4.51,-3.20,1.38,7.72,13.17,17.65,19.80,19.17,15.47,9.26,3.67,-2.16
03041000,114.77,122.42,8.53,9.70,13.98,0.852,16.2,2.50,0.592,3.7,68.9,68,272.0,138.9,284,127,155.7,154,15.6,10.4,15,10,604.8,24.6,0.069,8.72,7.59,9.84,9.83,10.92,11.06,11.29,9.56,10.52,8.00,9.33,8.35,-4.67,-3.39,1.35,7.90,13.42,17.98,20.11,19.41,15.58,9.46,3.62,-2.07
03041029,112.97,121.88,8.37,9.90,13.81,0.844,16.6,2.60,0.629,4.0,70.0,68,274.8,133.7,286,126,143.9,152,14.1,9.7,15,10,598.7,24.7,0.073,8.46,7.53,9.63,9.55,10.98,10.92,10.87,9.80,10.11,7.84,9.16,8.12,-4.53,-3.23,1.40,7.82,13.29,17.80,19.95,19.29,15.55,9.37,3.68,-2.10
03041500,113.59,117.31,8.43,9.70,13.86,0.875,16.3,2.65,0.649,4.1,69.9,69,275.3,133.4,286,124,144.5,150,14.2,9.7,15,10,600.8,24.5,0.073,8.49,7.57,9.67,9.57,11.03,11.00,10.99,9.87,10.15,7.87,9.23,8.17,-4.49,-3.19,1.45,7.87,13.34,17.86,20.00,19.34,15.60,9.42,3.72,-2.06
03042000,121.82,115.89,8.76,9.40,14.25,0.637,16.2,2.48,0.668,3.9,69.2,71,276.7,135.3,286,124,155.5,144,15.7,10.2,14,10,614.2,23.3,0.067,9.16,7.84,10.52,9.77,11.19,11.56,12.66,10.42,11.07,8.00,10.44,9.27,-4.59,-3.32,1.53,8.03,13.55,18.04,20.19,19.49,15.63,9.56,3.78,-1.94
03042280,122.05,120.86,8.98,9.50,14.50,0.527,15.1,2.77,0.347,3.1,69.1,69,280.2,131.8,282,131,154.7,150,15.4,10.1,14,10,624.6,22.4,0.070,9.14,7.78,10.50,9.63,11.02,11.81,12.87,10.41,11.08,7.91,10.48,9.24,-4.34,-3.10,1.81,8.30,13.80,18.29,20.43,19.71,15.85,9.86,4.08,-1.74
03042500,121.38,114.80,9.02,9.60,14.80,0.577,16.4,2.97,0.348,3.9,68.9,69,281.0,130.8,284,127,156.4,142,15.7,10.4,14,10,628.1,22.0,0.080,8.82,7.68,10.32,9.60,11.06,12.25,12.79,10.48,11.02,7.82,10.30,9.06,-4.05,-2.80,2.13,8.53,14.00,18.52,20.66,19.95,16.10,10.10,4.38,-1.45
03044000,116.35,106.26,8.78,9.90,14.37,1.067,16.8,2.87,0.705,4.1,69.6,67,278.1,131.9,284,126,147.1,135,14.5,9.9,13,9,615.1,23.1,0.076,8.53,7.57,9.84,9.59,11.10,11.38,11.66,10.16,10.49,7.83,9.69,8.51,-4.16,-2.88,1.86,8.25,13.72,18.23,20.35,19.69,15.92,9.79,4.09,-1.69
03045000,124.97,123.59,8.96,9.80,14.59,1.147,16.2,3.37,0.454,4.0,70.2,69,281.6,130.1,284,128,143.1,140,14.4,9.7,14,10,620.1,22.4,0.077,8.65,8.15,10.68,10.98,11.87,11.87,12.36,11.28,11.05,8.23,10.69,9.25,-3.54,-2.28,2.34,8.50,13.97,18.45,20.55,19.95,16.36,10.13,4.50,-1.26
03047000,119.61,105.11,9.41,9.90,15.29,1.275,17.1,3.60,0.468,4.3,69.2,67,282.8,128.5,282,127,140.6,136,14.0,9.5,13,9,638.4,20.5,0.086,8.10,7.63,10.00,10.37,11.52,11.56,12.13,10.79,10.75,7.74,10.24,8.68,-3.08,-1.86,2.84,8.93,14.41,18.94,21.02,20.41,16.81,10.54,4.90,-0.82
03048500,115.89,103.00,8.95,9.50,14.70,1.219,16.3,3.06,0.718,3.7,69.3,67,279.2,131.0,281,129,145.1,136,14.3,9.8,13,10,622.2,22.2,0.081,8.30,7.44,9.74,9.63,11.11,11.39,11.71,10.26,10.47,7.71,9.71,8.42,-3.85,-2.58,2.16,8.48,13.95,18.48,20.59,19.93,16.20,10.03,4.34,-1.42
03049000,106.23,102.91,9.65,9.70,15.89,0.218,16.7,3.48,0.262,4.4,66.5,66,282.2,130.5,284,128,132.3,134,12.8,9.0,13,9,657.2,20.2,0.114,6.90,6.11,8.20,8.76,10.18,11.66,11.07,10.02,9.93,6.94,8.70,7.87,-3.22,-1.92,2.88,9.14,14.62,19.34,21.51,20.80,17.06,10.87,5.03,-0.81
03049500,113.93,102.34,8.02,10.00,14.05,1.039,16.8,2.02,0.915,4.6,68.2,66,274.1,139.2,285,126,150.6,134,15.9,10.2,13,9,596.7,24.7,0.099,7.54,6.51,8.73,9.11,10.01,12.51,11.26,10.56,10.93,8.45,9.61,8.77,-4.82,-3.94,0.97,7.40,13.11,17.83,20.02,19.24,15.52,9.57,3.67,-2.34
03049646,101.59,102.78,10.05,10.20,16.54,0.082,16.7,4.49,0.168,4.9,66.9,67,286.9,125.7,288,124,134.9,136,13.1,9.0,14,9,670.4,17.2,0.095,7.18,6.24,8.06,8.16,10.46,10.49,10.33,9.11,9.08,6.48,8.45,7.55,-2.30,-0.94,3.80,10.01,15.38,20.07,22.23,21.52,17.84,11.64,5.77,0.04
03049658,103.75,103.41,10.18,10.40,16.37,0.149,16.7,4.57,0.222,5.0,67.0,67,286.1,124.9,288,123,135.8,137,13.4,9.0,14,9,675.2,17.2,0.106,7.05,6.29,8.48,8.36,10.55,10.72,10.79,9.74,9.50,6.41,8.40,7.55,-2.15,-0.89,3.85,9.93,15.38,20.06,22.23,21.53,17.85,11.57,5.79,0.14
03049676,101.73,100.38,10.50,10.70,16.52,0.136,16.8,5.09,0.120,5.4,67.2,68,290.2,121.2,292,119,135.7,134,13.8,9.0,13,9,689.8,16.0,0.103,6.95,6.20,8.37,8.20,10.40,10.40,10.58,9.41,9.19,6.30,8.24,7.51,-1.89,-0.63,4.14,10.22,15.65,20.40,22.57,21.86,18.13,11.85,6.00,0.38
03049800,101.03,98.92,10.40,10.60,16.46,0.105,16.7,4.97,0.163,5.4,67.5,68,290.0,122.0,292,120,134.9,134,13.1,9.0,13,9,685.4,16.4,0.101,6.92,6.15,8.26,8.20,10.37,10.36,10.50,9.27,9.12,6.31,8.24,7.53,-2.10,-0.75,4.01,10.15,15.57,20.28,22.44,21.73,18.01,11.80,5.88,0.21
03049807,100.03,98.13,10.10,10.60,16.45,0.113,16.8,4.59,0.293,5.5,67.1,68,288.0,124.6,292,119,134.4,134,13.0,9.0,13,9,673.2,17.3,0.095,7.07,6.17,8.00,8.09,10.35,10.26,10.23,8.93,8.86,6.37,8.32,7.46,-2.30,-0.93,3.82,10.01,15.40,20.09,22.26,21.54,17.84,11.66,5.76,0.04
03050000,138.56,122.72,8.87,9.50,14.90,1.194,16.4,2.12,0.774,3.3,76.7,76,272.2,136.5,277,135,163.1,159,15.8,10.7,16,10,592.8,24.1,0.081,11.12,9.49,11.93,10.87,13.45,13.27,15.40,12.44,10.62,9.04,10.30,10.64,-2.69,-1.66,2.63,8.03,13.12,17.25,19.24,18.53,15.32,9.50,3.78,-1.01
03050500,134.60,120.34,8.97,9.50,15.12,1.153,16.7,2.30,0.786,3.5,76.9,77,273.3,136.4,277,135,163.2,161,15.9,10.7,16,11,597.2,23.3,0.083,10.64,9.17,11.61,10.56,13.11,12.94,14.82,12.28,10.50,8.75,10.00,10.25,-2.51,-1.51,2.81,8.21,13.30,17.45,19.46,18.76,15.51,9.67,3.98,-0.84
03051000,133.28,126.83,9.11,9.60,15.40,1.057,16.5,2.54,0.745,3.2,76.9,76,274.4,135.6,279,131,161.2,151,15.9,10.5,15,9,604.0,22.4,0.084,10.36,9.15,11.49,10.51,13.04,12.97,14.47,12.01,10.72,8.55,9.90,10.16,-2.27,-1.29,3.07,8.50,13.58,17.75,19.78,19.07,15.79,9.92,4.25,-0.60
03052000,143.35,130.15,9.48,9.90,15.58,0.736,16.5,2.82,0.565,3.9,76.8,75,274.5,134.9,278,132,160.4,153,16.0,10.2,16,10,617.3,21.0,0.068,11.46,10.32,12.43,11.61,14.05,13.18,15.14,12.61,11.42,9.31,10.94,11.33,-2.03,-1.04,3.33,8.76,13.80,17.93,19.94,19.20,16.00,10.13,4.46,-0.34
03052500,132.07,129.44,10.30,10.50,16.72,0.218,17.0,3.83,0.212,4.1,75.1,75,276.0,134.0,276,134,159.5,160,16.4,10.0,17,10,652.0,18.8,0.070,10.26,9.25,11.53,10.51,12.60,12.59,13.81,11.71,10.47,8.52,10.10,10.52,-1.03,-0.09,4.45,9.89,14.95,19.17,21.21,20.44,17.17,11.11,5.45,0.61
03053500,141.44,127.85,10.04,10.40,16.41,1.051,17.4,3.68,0.845,4.4,75.1,74,274.0,134.5,278,132,161.9,155,16.6,10.2,16,10,640.9,19.8,0.062,11.34,10.15,12.34,11.30,13.46,13.06,14.71,12.48,10.98,9.18,10.94,11.40,-1.26,-0.32,4.21,9.66,14.70,18.87,20.87,20.10,16.92,10.91,5.21,0.40
03054500,136.90,127.33,9.54,10.30,15.85,1.110,17.5,3.05,0.923,4.4,76.2,74,274.7,134.8,280,130,160.4,147,16.1,10.3,15,10,621.2,21.1,0.074,10.78,9.62,11.86,10.89,13.28,13.00,14.55,12.16,10.90,8.82,10.36,10.71,-1.82,-0.86,3.58,9.02,14.08,18.26,20.28,19.54,16.30,10.36,4.68,-0.15
03056000,134.77,118.63,9.67,10.80,16.05,1.092,17.8,3.26,0.931,4.8,75.8,73,276.1,133.7,285,125,158.3,144,15.8,10.2,14,9,628.4,20.7,0.075,10.58,9.45,11.65,10.74,13.10,12.91,14.29,11.88,10.75,8.68,10.25,10.53,-1.71,-0.73,3.75,9.24,14.31,18.54,20.56,19.83,16.54,10.57,4.87,-0.03
03056250,125.31,119.38,9.93,10.70,16.54,0.514,17.4,3.93,0.409,4.6,72.6,73,280.2,132.3,285,125,151.0,144,14.9,9.9,14,9,646.8,19.2,0.085,9.53,8.54,10.41,10.26,12.21,12.69,13.84,10.60,9.61,8.18,9.91,9.55,-1.63,-0.53,4.20,10.02,15.02,19.49,21.47,20.83,17.36,11.33,5.47,0.21
03057000,133.17,116.11,9.74,10.80,16.17,1.087,18.1,3.40,0.958,5.3,75.4,72,276.8,133.1,286,124,157.0,143,15.7,10.2,14,9,632.8,20.3,0.076,10.41,9.30,11.48,10.63,12.97,12.81,14.15,11.72,10.59,8.59,10.17,10.37,-1.65,-0.66,3.85,9.39,14.45,18.71,20.73,20.02,16.70,10.71,4.98,0.04
03058000,127.74,129.23,10.94,10.90,18.12,0.343,18.4,4.71,0.099,4.9,72.0,72,281.3,128.6,283,128,147.4,151,15.4,9.4,16,10,685.9,15.3,0.083,9.71,8.52,10.89,9.78,11.85,12.78,14.01,11.74,10.47,8.14,9.92,9.84,-0.25,0.79,5.46,10.98,16.08,20.42,22.51,21.76,18.45,12.19,6.34,1.46
03058500,128.00,127.05,10.91,10.90,18.13,0.375,18.6,4.72,0.128,4.8,72.0,71,281.6,128.8,284,128,149.5,155,15.8,9.6,17,10,685.2,15.5,0.079,9.84,8.62,11.06,9.79,11.98,12.77,13.75,11.70,10.43,8.13,9.93,9.91,-0.29,0.71,5.38,10.94,16.06,20.44,22.52,21.78,18.44,12.17,6.28,1.40
03059000,125.32,115.60,10.92,11.00,18.09,0.317,17.8,4.64,0.140,4.5,71.8,72,282.8,128.0,288,124,148.8,140,15.6,9.4,13,9,687.2,15.5,0.077,9.70,8.49,11.00,9.63,11.99,12.33,13.22,11.49,9.99,8.03,9.82,9.66,-0.43,0.57,5.26,10.86,16.01,20.46,22.55,21.81,18.40,12.09,6.17,1.27
03059500,122.47,117.69,10.83,10.90,17.72,0.220,17.9,4.42,0.086,4.6,73.0,72,282.6,127.8,286,125,148.3,143,15.2,9.4,14,9,683.9,16.5,0.075,9.47,8.35,10.75,9.53,11.99,11.94,12.67,11.00,9.67,7.90,9.61,9.50,-0.73,0.26,4.95,10.58,15.75,20.25,22.30,21.59,18.10,11.79,5.92,0.96
03061000,122.37,115.63,10.90,10.90,17.94,0.301,18.0,4.51,0.256,4.6,71.7,71,283.5,127.3,284,126,146.8,143,15.0,9.3,14,9,687.8,15.9,0.077,9.44,8.27,10.79,9.48,11.93,11.91,12.81,11.19,9.61,7.93,9.66,9.38,-0.58,0.43,5.13,10.75,15.92,20.42,22.49,21.78,18.30,11.98,6.07,1.13
03061500,118.29,115.27,10.66,10.90,17.93,0.139,17.9,3.48,0.518,4.8,68.8,71,280.9,129.8,285,125,142.2,142,14.0,9.0,14,9,684.3,17.1,0.081,9.02,7.78,10.18,9.26,11.78,11.30,12.94,10.62,9.15,7.90,9.42,8.96,-1.16,-0.12,4.66,10.47,15.70,20.26,22.32,21.67,18.05,11.75,5.70,0.55
03062400,119.07,109.19,10.23,11.00,16.60,0.711,17.6,4.48,0.639,5.4,71.8,71,282.1,131.3,286,126,147.1,143,14.6,9.0,14,9,660.2,18.4,0.086,8.90,7.97,10.01,9.91,11.76,11.92,12.91,10.32,9.22,7.86,9.52,8.97,-1.55,-0.36,4.36,10.31,15.36,19.82,21.85,21.16,17.60,11.58,5.74,0.35
03062500,122.85,108.49,9.83,11.20,16.24,0.671,17.7,4.06,0.714,5.4,71.9,71,279.5,134.3,288,123,150.2,142,14.8,9.4,14,9,643.6,19.7,0.089,9.26,8.29,10.15,10.18,12.03,12.51,13.71,10.41,9.45,8.09,9.79,9.25,-1.92,-0.74,3.99,9.92,14.97,19.40,21.42,20.75,17.20,11.23,5.43,0.00
03065000,136.46,137.59,8.27,9.10,13.81,1.039,16.6,1.23,0.718,3.3,77.6,76,266.8,141.3,273,135,163.2,163,15.8,10.8,16,11,570.9,24.3,0.072,11.20,9.32,11.85,11.04,13.43,12.92,14.39,11.82,10.58,9.10,10.37,10.55,-3.65,-2.66,1.38,7.06,12.17,16.22,18.32,17.61,14.19,8.63,3.06,-2.04
03065400,141.85,145.39,8.00,8.10,13.80,0.430,14.2,1.11,0.374,1.3,75.4,75,255.4,150.5,259,148,164.3,169,16.0,10.7,17,11,560.9,25.8,0.064,11.08,10.30,11.84,11.50,13.95,13.19,14.85,12.35,10.36,9.58,11.37,11.46,-3.75,-2.76,1.23,7.20,12.24,16.17,18.19,17.37,14.00,8.43,2.99,-2.17
03066000,141.51,146.96,8.05,8.00,13.80,0.388,14.2,1.17,0.370,1.6,75.2,76,257.7,149.1,257,149,163.9,171,16.1,10.7,17,11,563.5,25.4,0.063,11.07,10.27,11.81,11.61,13.85,13.28,14.62,12.26,10.30,9.62,11.32,11.51,-3.72,-2.74,1.29,7.22,12.28,16.22,18.24,17.42,14.04,8.43,3.03,-2.14
03067510,151.11,145.66,7.25,7.60,11.82,0.427,12.5,0.99,0.779,0.2,78.3,79,267.9,141.8,268,143,169.6,173,16.5,11.3,17,12,534.9,27.2,0.046,13.19,11.16,13.35,11.83,13.52,13.76,15.71,12.73,11.89,9.88,11.64,12.51,-4.89,-3.59,0.38,5.84,11.29,15.47,17.50,16.88,13.57,7.69,2.05,-2.78
03068800,144.20,128.26,7.91,9.00,12.75,1.148,15.7,0.95,0.712,2.5,78.4,78,270.1,140.3,275,137,169.8,164,16.8,11.1,16,11,556.2,25.4,0.066,12.03,10.12,12.67,11.36,13.69,13.39,15.25,12.83,11.35,9.47,10.80,11.30,-4.21,-3.18,0.85,6.29,11.63,15.78,17.80,17.15,13.85,8.08,2.41,-2.43
03069000,140.95,133.05,8.30,9.80,13.57,1.652,17.3,1.45,1.028,3.9,78.1,76,271.7,138.4,279,129,167.1,160,16.4,11.0,15,11,572.7,24.4,0.074,11.42,9.75,12.18,11.14,13.57,13.50,14.88,12.73,11.27,9.19,10.50,10.90,-3.65,-2.64,1.49,6.98,12.26,16.43,18.46,17.80,14.47,8.67,2.98,-1.91
03069500,139.14,131.75,8.29,9.80,13.81,1.239,17.3,1.38,0.849,4.0,77.3,76,267.2,141.3,279,129,164.9,159,16.1,10.9,15,11,572.3,24.5,0.071,11.24,9.64,11.93,11.23,13.59,13.26,14.60,12.23,10.77,9.24,10.60,10.89,-3.60,-2.61,1.48,7.16,12.31,16.38,18.45,17.74,14.35,8.69,3.10,-1.96
03069870,138.50,141.78,8.51,9.70,14.17,1.363,16.8,1.77,1.088,4.1,76.9,74,269.3,139.5,283,129,164.0,157,16.1,10.8,16,10,582.9,24.0,0.074,11.05,9.59,11.76,11.23,13.53,13.36,14.57,12.16,10.73,9.19,10.57,10.81,-3.36,-2.34,1.85,7.56,12.72,16.82,18.89,18.19,14.78,9.07,3.43,-1.67
03070000,138.55,142.01,8.55,9.70,14.22,1.370,15.4,1.82,1.112,3.6,76.9,74,269.7,139.2,284,128,163.8,160,16.1,10.8,16,10,584.5,24.0,0.074,11.05,9.60,11.75,11.24,13.52,13.39,14.59,12.15,10.73,9.20,10.58,10.82,-3.33,-2.31,1.90,7.62,12.77,16.88,18.95,18.25,14.83,9.12,3.48,-1.64
03070500,126.59,121.59,8.91,9.40,15.15,0.578,16.2,3.48,0.225,4.1,72.1,71,273.0,139.2,275,137,152.9,151,15.0,10.0,15,10,609.8,22.5,0.070,9.92,8.76,10.43,10.80,12.15,11.64,13.11,11.30,10.03,8.39,9.88,9.81,-2.73,-1.47,3.16,9.10,14.21,18.58,20.68,19.99,16.39,10.38,4.84,-0.67
03072000,111.20,109.17,10.44,11.00,17.34,0.366,17.8,4.09,0.538,5.6,68.4,70,282.1,128.7,286,125,140.5,139,13.3,9.0,13,9,674.6,17.0,0.078,8.39,7.25,9.65,9.15,11.11,10.62,11.28,10.23,8.79,7.35,9.06,8.35,-1.25,-0.13,4.62,10.44,15.71,20.29,22.39,21.67,18.02,11.74,5.87,0.62
03072500,128.26,108.13,9.80,11.00,16.23,1.625,17.9,3.48,1.274,5.9,73.7,69,277.6,132.7,286,125,153.6,137,15.2,9.9,13,9,640.0,19.8,0.076,9.99,8.79,11.02,10.33,12.54,12.36,13.53,11.40,10.07,8.40,9.97,9.90,-1.81,-0.76,3.78,9.47,14.61,18.95,21.00,20.30,16.84,10.80,5.03,-0.06
03072655,128.00,107.38,9.81,11.00,16.24,1.618,17.6,3.50,1.281,5.7,73.6,69,277.7,132.7,286,124,153.4,137,15.2,9.9,13,9,640.6,19.8,0.076,9.96,8.76,10.99,10.32,12.52,12.33,13.50,11.37,10.06,8.38,9.95,9.87,-1.80,-0.75,3.79,9.49,14.63,18.97,21.02,20.32,16.86,10.82,5.05,-0.05
03073000,104.29,103.00,10.07,10.30,16.55,0.301,17.2,3.79,0.218,4.4,66.9,67,281.9,127.8,282,127,137.6,137,13.0,9.0,13,9,660.8,17.5,0.090,7.58,6.61,9.04,8.65,10.81,9.99,10.52,9.94,8.53,6.70,8.46,7.54,-1.85,-0.64,4.17,9.91,15.28,19.93,22.16,21.40,17.71,11.40,5.67,0.28
03074500,113.64,108.40,10.15,10.40,16.49,0.848,17.2,4.66,0.530,5.3,69.2,68,281.1,130.2,282,128,142.3,139,14.1,9.2,14,9,664.1,19.0,0.090,8.06,7.41,9.55,9.84,11.42,10.76,11.95,10.33,9.52,7.56,9.15,8.20,-1.54,-0.46,4.22,10.14,15.52,20.00,22.12,21.36,17.78,11.52,5.85,0.40
