STAID,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,REACHCODE,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER
03306500,0.92,9,2.03,05110001000246,4.10,20.10,1.94,23.1,3.0,7.6,11.92,90.1,593.8,63.7,76.5,91.1,72.6,56.1,35.7,23.9,15.3,15.4,14.0,31.4,54.8,550.5,64.18,15.87,6.62,4.48,1.18,7.18,0.48
03307000,0.82,4,2.29,05110001000204,0.00,0.00,0.23,26.7,3.2,8.8,12.51,149.0,594.6,64.9,78.4,92.1,73.1,54.4,35.0,22.3,13.8,14.1,13.2,30.3,56.0,547.7,55.50,17.17,14.18,12.51,0.00,0.00,0.65
03307500,0.80,3,1.58,05110001000099,0.00,0.00,0.09,28.9,3.0,9.0,11.57,56.4,595.6,66.0,80.5,93.5,72.1,52.8,35.3,22.8,13.0,13.6,11.3,29.2,56.4,546.5,56.44,26.44,17.12,0.00,0.00,0.00,0.00
03308500,0.83,9,2.22,05110001000044,2.13,13.06,1.02,25.9,3.1,8.5,12.32,126.9,594.0,63.7,77.3,91.2,72.4,55.4,35.4,23.4,14.8,14.9,13.2,30.0,54.6,546.2,58.97,16.66,9.06,8.02,0.58,6.22,0.49
03310000,0.72,3,1.36,05110001000565,0.00,0.00,1.27,27.0,3.1,11.7,12.08,359.4,590.7,55.6,69.8,82.9,68.3,52.1,31.4,21.4,13.0,12.5,10.0,27.2,48.0,492.0,71.88,24.96,3.16,0.00,0.00,0.00,0.00
03310300,0.68,5,2.00,05110001002885,0.96,0.00,0.97,27.7,3.3,7.1,12.78,414.1,592.5,54.7,69.5,84.5,69.0,52.0,30.9,21.3,12.9,12.9,9.9,26.4,47.3,491.1,55.72,19.04,8.68,8.92,3.63,0.00,4.00
03310400,0.64,3,1.81,05110001000508,0.00,0.00,0.35,30.4,3.4,6.8,12.52,156.0,594.0,60.8,75.2,89.2,70.7,54.4,33.5,22.7,13.7,14.0,11.1,27.7,51.9,524.8,59.45,14.31,24.84,0.00,0.00,0.00,1.40
03311000,0.67,5,3.02,05110001000499,7.67,25.25,1.88,29.3,3.3,6.3,12.81,351.1,593.2,57.1,71.8,86.9,70.2,53.4,32.2,21.6,12.8,13.1,10.1,27.2,49.6,505.9,52.96,17.90,10.62,4.63,10.53,0.00,3.36
03311500,0.72,9,2.20,05110001002880,4.29,25.69,1.17,27.6,3.2,7.7,12.53,215.3,593.5,61.8,75.8,90.1,71.6,54.8,34.6,22.8,14.1,14.2,12.1,28.9,53.2,534.1,56.45,16.92,8.86,6.72,3.13,5.88,2.04
03311600,0.78,2,1.38,05110001000728,0.00,0.00,0.29,31.5,2.9,3.9,12.21,235.4,592.7,61.7,76.2,91.6,71.8,54.8,35.7,21.7,12.8,12.8,10.0,27.7,54.4,531.2,59.82,40.18,0.00,0.00,0.00,0.00,0.00
03312000,0.72,3,1.41,05110001000632,1.17,0.00,0.43,27.8,3.1,4.6,12.18,234.6,592.6,56.8,72.8,90.0,72.3,55.9,33.3,21.2,12.0,13.0,10.0,28.5,51.8,517.7,67.68,18.53,13.78,0.00,0.00,0.00,0.00
03312259,1.03,3,1.19,05110002001453,0.00,0.00,0.62,33.2,3.1,3.8,12.04,111.8,541.9,76.7,87.1,101.5,77.8,55.2,37.4,22.8,14.9,14.8,13.1,32.1,64.1,597.4,73.74,14.26,8.33,0.00,0.00,0.00,3.66
03313000,0.78,6,2.15,05110002000277,5.26,29.65,2.15,32.5,3.1,5.3,12.23,162.2,542.8,66.2,79.3,92.3,71.9,52.7,35.8,21.8,13.4,13.8,10.9,28.3,56.9,543.4,61.03,15.19,14.39,4.66,3.48,0.26,0.98
03313500,0.82,2,1.16,05110002000669,0.00,0.00,0.70,33.7,3.9,4.0,12.00,246.5,542.0,62.3,78.0,90.3,68.3,51.0,34.9,20.0,12.0,12.0,9.0,23.3,51.3,512.3,65.12,34.88,0.00,0.00,0.00,0.00,0.00
03313700,0.71,4,1.44,05110002000106,1.03,0.00,0.76,32.5,3.0,4.0,12.39,321.3,541.6,63.6,78.4,91.7,69.8,51.2,33.0,19.4,11.3,10.9,8.7,24.4,52.5,514.9,62.22,13.43,11.50,12.48,0.00,0.00,0.36
03314000,0.69,5,2.34,05110002001014,0.38,0.00,0.54,33.0,3.0,3.9,12.47,261.0,541.9,61.8,77.0,90.2,68.8,49.8,32.6,19.0,11.3,11.0,8.4,23.3,51.1,504.2,56.12,13.97,10.95,14.82,2.13,0.00,2.01
03314500,0.68,7,2.22,05110002001907,3.32,20.70,1.43,32.8,3.1,4.7,12.43,222.9,542.5,63.4,77.6,90.8,70.5,51.8,34.8,20.8,12.7,12.8,9.8,25.9,53.9,524.9,56.93,14.92,12.49,6.95,3.02,2.85,2.85
03315500,0.70,9,2.10,05110003001469,4.59,36.22,1.16,30.1,3.2,6.2,12.49,230.3,572.1,61.9,76.2,90.4,71.3,53.6,34.5,21.7,13.2,13.3,10.8,27.1,53.0,527.2,56.36,16.76,10.02,6.75,2.64,5.21,2.25
03316500,0.73,9,2.19,05110003000012,4.90,47.47,1.15,30.0,3.2,5.9,12.50,228.8,571.7,61.3,75.8,90.2,71.3,53.6,34.3,21.4,13.0,13.0,10.4,26.7,52.5,523.4,55.96,17.19,9.99,6.65,2.63,5.16,2.42
03318500,0.51,4,2.61,05110004000116,17.26,45.93,1.88,27.5,3.0,4.2,12.35,187.3,543.0,51.2,68.3,86.1,70.3,53.6,31.3,20.2,11.8,11.7,8.9,25.0,45.9,484.5,51.08,26.77,10.54,10.24,0.00,0.00,1.37
03318800,0.87,4,1.69,05110004000056,3.00,1.85,0.85,28.0,3.1,4.2,12.22,179.2,545.2,60.8,77.0,93.5,76.4,59.6,34.6,21.7,12.8,13.4,10.3,31.0,55.1,546.3,61.46,19.09,8.53,10.36,0.00,0.00,0.57
03319000,0.59,5,2.48,05110004000047,10.61,35.53,1.43,27.6,3.0,4.1,12.33,177.3,543.5,53.3,70.2,87.6,71.6,55.0,32.0,20.4,12.0,11.9,9.1,26.1,47.7,496.8,54.42,22.52,9.52,12.02,0.22,0.00,1.30
03320000,0.72,9,2.22,05110005000057,5.43,53.60,1.19,29.2,3.2,5.9,12.50,239.6,567.4,59.6,74.5,89.2,71.0,53.6,33.7,21.0,12.7,12.6,10.0,26.2,51.2,515.3,55.86,17.62,9.59,6.67,3.13,4.69,2.44
03320500,0.96,4,1.96,05110006000119,3.57,7.63,0.64,29.9,3.5,5.8,12.98,249.4,496.6,56.2,70.8,86.8,70.3,52.7,31.7,18.6,11.0,9.6,7.3,22.9,47.4,485.2,61.87,16.79,11.24,10.08,0.00,0.00,0.02
03322100,0.53,4,1.79,05140202000052,0.43,0.00,1.78,22.8,3.3,6.0,13.02,632.5,400.9,34.5,48.2,71.5,64.3,50.1,28.2,18.5,11.0,7.5,5.4,17.8,31.7,388.7,59.82,18.86,6.43,9.63,0.00,0.00,5.27
03322500,0.94,5,2.85,05120101000081,3.13,2.03,6.70,24.5,2.3,6.7,14.11,3426.9,309.7,14.7,17.0,45.8,58.5,39.5,25.9,17.8,11.1,7.4,6.6,14.2,17.0,275.6,58.70,23.05,10.17,4.96,0.58,0.00,2.54
03322900,0.84,5,2.48,05120101000052,2.17,1.37,4.21,23.4,2.1,7.1,14.40,5537.3,310.3,14.9,17.0,46.4,59.6,40.0,26.5,17.8,11.2,7.7,6.8,14.8,17.8,280.5,59.08,21.73,9.87,4.13,3.45,0.00,1.75
03322985,0.79,5,2.20,05120101000050,2.13,1.20,3.81,23.2,2.1,7.1,14.46,6134.6,310.3,14.9,16.9,46.5,59.9,40.1,26.5,17.8,11.2,7.7,6.9,14.9,18.0,281.3,57.82,22.49,9.48,3.96,4.56,0.00,1.68
03323000,0.77,5,2.15,05120101000048,2.10,1.17,3.67,23.1,2.1,7.1,14.48,6583.7,310.4,14.9,16.9,46.5,60.0,40.2,26.6,17.7,11.2,7.7,7.0,15.0,18.1,281.6,58.19,22.13,9.33,3.90,4.79,0.00,1.65
03323500,0.65,5,1.87,05120101000758,3.42,13.20,3.00,22.9,2.2,7.3,14.53,6344.8,310.8,15.0,16.5,46.4,60.8,41.0,27.1,17.8,11.2,7.8,7.3,15.7,19.0,285.7,57.51,20.84,9.50,3.46,7.14,0.00,1.54
03324000,0.48,4,1.15,05120101000761,0.80,0.00,0.36,25.6,2.0,8.0,14.36,5016.2,311.4,14.1,14.2,44.1,60.5,42.1,27.3,17.0,10.4,7.8,8.3,15.7,19.8,281.4,66.44,19.77,9.07,4.59,0.00,0.00,0.12
03324200,0.88,4,1.47,05120102000018,0.72,0.00,0.14,24.2,2.0,7.9,13.77,2796.7,333.6,16.2,18.5,49.4,63.9,43.0,28.9,19.3,12.2,8.2,7.2,17.6,20.6,305.2,61.23,18.51,10.10,8.16,0.00,0.00,2.00
03324300,0.44,4,1.41,05120102000004,0.53,0.00,0.12,23.4,2.2,8.0,14.73,6160.9,333.2,16.0,17.0,47.9,63.2,42.9,28.9,18.9,11.9,8.5,7.8,18.0,21.5,302.4,63.75,14.46,4.13,16.83,0.00,0.00,0.82
03324500,0.43,4,1.48,05120102000001,5.69,16.43,0.87,23.8,2.3,8.2,14.68,5564.3,333.2,16.2,17.0,47.9,63.3,43.4,29.0,18.8,11.7,8.4,8.1,18.3,21.9,303.9,63.86,12.96,3.23,19.25,0.00,0.00,0.70
03325000,0.52,5,1.89,05120101000030,4.87,27.16,1.62,24.1,2.2,7.9,14.41,5416.6,318.0,15.4,16.3,46.7,61.9,42.4,28.0,18.0,11.2,8.0,7.9,16.9,20.5,293.2,60.27,17.51,7.85,7.94,5.19,0.00,1.24
03325500,0.80,3,1.50,05120103000013,0.03,0.00,0.11,26.2,2.1,6.3,14.12,3955.2,330.1,16.0,17.3,48.7,64.1,44.4,30.5,20.4,12.8,8.6,8.1,18.0,20.4,309.4,66.75,25.12,8.13,0.00,0.00,0.00,0.00
03326070,0.23,1,1.27,05120103000056,0.00,0.00,0.30,24.9,2.3,8.6,14.16,2973.1,329.1,16.3,17.7,48.2,60.9,41.6,28.5,19.0,12.0,9.0,8.0,18.0,22.4,301.6,100.00,0.00,0.00,0.00,0.00,0.00,0.00
03326500,0.43,3,1.62,05120103000057,1.43,5.97,0.32,27.0,2.4,7.8,14.14,4235.5,330.3,16.4,17.7,48.8,62.8,43.5,29.8,19.7,12.3,9.2,8.3,18.5,22.0,308.9,65.66,18.15,16.18,0.00,0.00,0.00,0.00
03327000,0.41,3,1.56,05120103000002,6.37,27.57,0.99,27.1,2.4,7.8,14.03,3990.3,330.1,16.4,17.7,48.7,63.0,43.9,29.7,19.6,12.1,9.1,8.2,18.6,22.1,309.1,62.59,17.39,19.22,0.00,0.00,0.00,0.80
03327500,0.48,5,1.81,05120101000755,5.85,36.02,1.38,25.2,2.3,7.8,14.24,4797.0,321.4,15.7,16.6,47.3,62.3,43.0,28.6,18.5,11.5,8.4,8.1,17.5,21.1,298.6,60.93,17.16,10.69,5.66,4.48,0.00,1.08
03327520,0.32,3,1.70,05120101000012,0.00,0.00,0.15,29.1,2.8,9.0,14.44,7339.5,313.0,16.8,18.0,48.6,64.4,45.4,29.4,19.1,11.3,9.2,8.0,19.6,22.9,312.5,62.09,24.59,13.32,0.00,0.00,0.00,0.00
03328000,0.61,4,1.29,05120104000471,1.12,0.58,0.47,37.7,2.6,7.9,14.05,4850.6,360.6,14.5,13.5,43.4,60.4,41.1,26.2,16.4,10.4,7.9,9.2,17.3,20.7,281.0,60.42,24.68,5.39,9.03,0.00,0.00,0.48
03328430,0.69,2,1.76,05120104000125,1.04,0.00,0.05,40.2,2.2,6.7,13.08,1096.5,361.0,16.0,14.3,44.1,64.4,44.6,29.0,19.0,12.0,9.7,10.7,21.5,24.0,309.4,85.61,14.39,0.00,0.00,0.00,0.00,0.00
03328500,0.58,4,1.38,05120104000009,1.03,0.30,0.40,37.2,2.6,6.5,13.66,3394.6,360.4,15.2,14.2,44.0,61.8,42.4,27.4,17.4,11.0,8.5,9.7,18.6,22.0,292.2,60.20,23.18,5.25,11.02,0.00,0.00,0.35
03329000,0.50,5,1.72,05120105000207,4.94,42.61,1.08,28.2,2.4,7.5,14.07,4441.0,329.1,15.7,16.2,46.6,62.3,43.0,28.4,18.3,11.4,8.5,8.4,17.9,21.4,297.9,60.67,18.71,9.43,6.71,3.61,0.00,0.88
03329400,0.52,2,1.11,05120105000127,0.00,0.00,0.00,39.9,2.0,4.4,13.20,427.1,329.1,14.0,15.5,46.0,61.0,44.0,29.5,19.0,12.0,10.5,9.5,17.5,20.5,298.9,87.53,12.47,0.00,0.00,0.00,0.00,0.00
03329500,0.51,6,1.71,05120105000058,5.27,50.22,1.02,29.0,2.4,7.3,13.99,4159.0,328.8,15.7,16.2,46.5,62.0,42.9,28.3,18.4,11.4,8.6,8.5,17.9,21.4,297.8,60.73,18.64,9.47,6.36,3.78,0.21,0.82
03329700,0.54,4,1.34,05120105000009,0.19,0.00,0.08,34.1,2.1,7.5,13.38,1737.0,324.5,16.9,17.9,47.4,60.8,43.5,28.4,18.5,11.4,9.6,9.3,18.9,22.8,305.3,60.90,22.54,5.25,11.31,0.00,0.00,0.00
03330241,0.58,3,1.28,05120106000149,26.28,39.54,6.08,52.0,2.4,10.2,13.67,1798.5,358.5,13.4,11.9,40.3,58.8,38.7,25.2,15.8,10.0,8.0,10.0,17.6,20.1,269.7,63.62,12.35,23.00,0.00,0.00,0.00,1.02
03330500,0.60,4,1.35,05120106000145,24.41,49.26,6.06,52.1,2.5,8.0,13.92,1243.7,358.2,13.8,12.3,41.3,59.5,39.4,25.7,16.1,10.5,8.2,10.3,18.3,20.6,276.0,52.06,18.21,24.11,3.63,0.00,0.00,1.99
03331110,0.47,2,1.25,05120106001289,9.17,9.95,1.55,47.4,3.0,2.1,14.07,742.1,358.1,15.0,13.0,42.7,60.4,41.1,27.2,17.5,11.9,9.3,11.9,20.0,22.0,291.9,77.82,22.18,0.00,0.00,0.00,0.00,0.00
03331500,0.64,5,1.84,05120106001718,7.37,15.93,2.10,51.4,2.8,2.7,13.58,663.6,358.2,15.2,13.7,43.0,62.4,42.7,28.3,18.6,12.4,10.6,12.0,21.5,23.0,303.4,54.17,19.66,10.98,8.47,1.97,0.00,4.75
03331753,0.68,5,2.01,05120106001855,7.05,19.10,1.96,51.8,2.8,2.5,13.58,619.2,358.2,15.0,13.6,42.9,62.5,42.7,28.3,18.6,12.4,10.6,12.0,21.4,22.8,302.9,54.90,19.92,10.01,7.37,3.27,0.00,4.53
03332500,0.73,5,2.04,05120106000010,5.41,34.74,1.09,48.4,2.7,2.3,13.75,529.3,358.0,14.5,13.7,43.3,62.4,43.0,28.6,18.7,12.2,10.5,11.3,20.3,22.0,300.5,56.35,19.43,11.76,5.46,3.18,0.00,3.82
03333000,0.71,5,2.10,05120106000006,5.96,41.15,1.15,47.8,2.7,2.5,13.75,555.5,358.0,14.5,13.8,43.4,62.3,43.1,28.6,18.7,12.2,10.4,11.1,20.0,21.9,300.1,56.27,19.27,11.82,5.17,3.78,0.00,3.69
03333050,0.72,5,2.14,05120106000006,6.24,43.28,1.15,47.7,2.7,2.5,13.75,555.4,358.0,14.5,13.8,43.4,62.2,43.1,28.6,18.7,12.2,10.4,11.1,20.0,21.9,300.0,56.12,19.19,11.78,5.15,4.06,0.00,3.70
03333450,0.40,4,1.54,05120107000115,0.66,0.00,0.07,30.3,3.1,4.5,14.47,2705.7,352.2,17.7,19.3,50.9,64.5,45.3,30.1,19.5,11.9,10.0,9.4,21.4,24.5,324.5,71.04,19.53,6.84,0.61,0.00,0.00,1.98
03333600,0.57,2,3.88,05120107000125,0.00,0.00,0.08,29.3,2.7,7.2,14.58,1567.4,352.0,18.0,19.1,49.7,64.1,45.2,29.9,19.1,12.0,9.9,9.1,21.1,24.0,321.2,58.16,41.84,0.00,0.00,0.00,0.00,0.00
03333700,0.40,4,1.74,05120107000108,3.31,12.39,0.33,30.2,3.0,5.8,14.41,2567.3,352.1,17.8,19.2,50.2,64.4,45.3,30.0,19.5,11.9,9.9,9.4,21.3,24.3,323.4,59.28,19.48,6.99,11.45,0.00,0.00,2.80
03334000,0.47,4,1.53,05120107000079,1.95,6.69,0.32,31.4,2.6,6.7,13.90,2040.5,352.0,17.6,19.1,49.7,62.6,44.5,29.4,19.2,11.6,9.6,9.3,20.5,23.9,316.9,57.36,16.85,5.24,19.11,0.00,0.00,1.43
03334500,0.52,4,1.83,05120107000008,0.08,0.00,0.23,33.3,2.3,6.6,13.53,1217.2,352.3,16.5,19.4,49.8,57.6,42.7,28.7,18.9,11.0,8.8,8.1,17.6,22.4,301.5,51.16,19.00,18.68,11.15,0.00,0.00,0.00
03335000,0.53,5,1.69,05120107000004,0.90,5.14,0.24,32.9,2.3,7.2,13.62,1586.6,352.0,16.9,19.0,49.4,60.0,43.4,28.9,18.9,11.3,9.1,8.7,18.9,23.0,307.5,55.14,19.20,9.54,14.86,0.42,0.00,0.84
03335500,0.57,6,1.62,05120108000208,5.23,55.05,0.90,34.7,2.4,6.0,13.84,2711.3,339.3,15.5,16.0,46.0,61.6,43.0,28.4,18.5,11.6,9.2,9.2,18.5,21.7,299.2,58.34,19.21,9.89,6.86,3.47,0.39,1.83
03335690,0.69,3,1.32,05120108000278,0.00,0.00,0.04,35.7,2.4,7.5,12.89,551.3,365.0,12.4,15.0,44.3,55.7,41.4,27.3,16.9,10.3,9.0,9.1,15.4,18.7,275.5,68.56,15.08,9.01,0.00,0.00,0.00,7.35
03335700,0.68,5,1.85,05120108000223,0.00,0.00,0.09,36.0,2.1,7.8,13.33,541.0,365.2,12.9,15.2,44.9,56.7,42.3,28.1,17.7,10.9,9.0,9.0,15.8,19.1,281.8,61.94,17.18,7.58,8.67,2.64,0.00,1.99
03336000,0.58,6,1.62,05120108000153,5.15,62.92,0.82,34.8,2.4,6.1,13.73,2451.4,342.3,15.3,16.0,46.1,61.1,43.0,28.5,18.5,11.6,9.1,9.2,18.2,21.5,298.1,58.68,19.22,9.69,6.42,3.20,0.87,1.92
03336500,1.01,3,2.27,05120109000237,0.00,0.00,0.01,32.7,2.0,12.6,13.11,1487.6,325.0,11.6,13.7,44.0,56.6,41.7,27.0,17.9,11.6,9.0,9.4,15.7,17.7,275.7,72.60,11.74,15.66,0.00,0.00,0.00,0.00
03336645,0.84,4,1.58,05120109000072,0.50,0.23,0.27,33.1,2.0,10.7,13.23,1448.0,324.7,10.9,13.1,42.6,55.0,40.6,26.6,17.6,11.6,9.2,9.0,15.1,16.7,268.0,65.38,15.79,9.27,9.29,0.00,0.00,0.28
03336900,0.74,4,1.40,05120109000208,0.00,0.00,0.13,35.3,2.7,7.8,13.84,943.6,324.5,12.2,14.6,45.5,57.0,41.9,27.3,19.2,12.8,9.5,9.2,16.3,18.4,283.9,59.89,24.76,11.92,3.44,0.00,0.00,0.00
03337000,0.23,1,1.45,05120109000930,0.00,0.00,0.28,37.0,2.9,7.2,13.26,1410.7,311.3,12.1,16.0,46.5,54.0,41.3,27.3,18.8,13.0,10.0,9.3,15.3,17.9,281.3,100.00,0.00,0.00,0.00,0.00,0.00,0.00
03337100,0.25,1,1.47,05120109000930,0.00,0.00,0.25,37.0,2.8,7.2,13.22,1410.2,312.5,12.1,16.0,46.5,54.0,41.2,27.2,18.8,13.0,10.0,9.2,15.2,17.9,281.1,100.00,0.00,0.00,0.00,0.00,0.00,0.00
03338780,0.62,5,2.98,05120109000022,0.11,0.00,0.06,33.7,2.1,8.6,13.32,932.0,325.4,11.9,14.4,44.5,56.6,42.0,27.5,17.9,11.3,9.3,9.5,16.2,18.6,279.6,58.29,16.93,12.66,9.67,2.45,0.00,0.00
03339000,0.69,6,1.61,05120109000015,0.66,0.19,0.40,34.3,2.2,8.7,13.39,1072.0,325.1,12.2,15.0,45.3,56.2,41.7,27.2,18.4,11.9,9.1,9.1,15.9,18.3,280.4,60.82,16.89,9.59,8.97,2.80,0.31,0.62
03339108,0.68,3,1.39,05120108000122,0.00,0.00,0.14,35.4,4.0,8.6,13.03,380.0,365.7,17.1,20.0,51.2,63.1,48.0,33.4,21.2,13.2,10.2,10.4,20.4,24.0,332.0,68.51,27.93,3.57,0.00,0.00,0.00,0.00
03339280,0.55,3,1.80,05120110000088,0.00,0.00,0.28,24.4,3.0,4.9,14.10,1188.7,356.2,17.0,21.7,56.6,62.4,47.1,30.7,20.7,12.7,9.0,8.0,20.2,23.6,329.8,40.89,28.68,25.40,0.00,0.00,0.00,5.02
03339500,0.60,5,1.32,05120110000052,0.00,0.00,0.13,29.9,2.7,4.8,13.72,1278.7,353.6,17.0,20.5,53.2,61.4,46.3,30.7,20.3,12.2,9.3,8.8,19.7,23.6,322.8,55.80,20.33,13.26,9.10,0.12,0.00,1.39
03340000,0.61,5,1.37,05120110000021,0.28,1.17,0.15,30.6,2.8,5.5,13.42,1104.1,353.5,17.0,20.3,52.6,62.0,46.9,31.6,20.6,12.5,9.7,9.3,20.2,23.7,326.4,59.76,18.67,10.47,6.85,3.32,0.00,0.94
03340500,0.60,7,1.80,05120108001498,4.12,67.31,0.68,34.6,2.4,6.4,13.61,2036.6,342.3,15.1,16.5,46.8,60.4,43.2,28.7,18.7,11.7,9.2,9.2,18.1,21.4,299.0,58.87,18.86,9.59,6.93,3.03,1.12,1.60
03340800,0.40,3,1.38,05120108000049,0.00,0.00,0.12,28.3,2.7,7.4,13.11,653.5,366.5,17.7,21.2,54.3,64.2,48.9,32.6,21.5,12.8,10.3,10.3,21.8,25.0,340.6,58.40,25.57,12.43,0.00,0.00,0.00,3.60
03340900,0.43,3,1.47,05120108000044,8.69,16.18,1.62,29.5,2.9,7.8,12.91,549.3,367.0,18.5,22.5,55.7,64.6,49.3,32.8,21.5,13.0,10.6,10.2,22.4,26.1,347.3,58.79,21.42,17.41,0.00,0.00,0.00,2.38
03341300,0.65,5,1.49,05120108000019,5.27,11.85,1.16,31.6,3.1,8.3,12.68,453.8,366.5,20.0,24.7,57.3,64.3,49.2,32.8,21.3,13.1,11.0,10.0,22.8,27.6,354.2,61.35,19.19,8.47,7.34,0.33,0.00,3.32
03341500,0.61,7,1.83,05120111000980,4.15,70.17,0.69,34.4,2.5,6.5,13.55,1898.2,344.9,15.6,17.5,47.9,60.7,43.7,29.0,18.9,11.8,9.3,9.2,18.4,22.0,303.9,58.61,18.89,9.74,6.67,2.97,1.21,1.91
03342000,0.61,7,1.89,05120111000052,4.55,74.67,0.74,33.9,2.5,6.5,13.51,1808.3,347.1,15.9,18.3,48.5,60.5,43.8,28.9,18.9,11.8,9.3,9.0,18.5,22.3,305.8,58.56,18.86,9.88,6.43,2.81,1.55,1.92
03342100,0.43,2,1.10,05120111000043,10.57,7.24,1.31,26.8,3.0,10.5,12.91,552.9,377.0,21.1,29.6,57.1,54.6,45.1,27.1,18.1,11.1,9.1,7.1,19.6,26.6,326.0,65.12,34.88,0.00,0.00,0.00,0.00,0.00
03342150,0.38,1,1.23,05120111000049,0.00,0.00,0.77,26.3,3.0,11.4,13.08,539.1,377.0,20.0,28.3,54.6,52.3,43.7,26.3,17.3,10.8,9.0,7.0,17.8,24.5,311.7,100.00,0.00,0.00,0.00,0.00,0.00,0.00
03342300,0.41,4,1.21,05120111000033,11.88,2.29,3.36,26.1,2.9,11.9,12.90,559.1,377.2,22.6,31.6,58.6,55.0,45.6,27.1,18.4,11.4,9.3,7.3,19.8,27.6,334.3,65.11,17.17,12.22,5.50,0.00,0.00,0.00
03342500,0.39,4,1.25,05120111000022,9.04,1.52,3.02,25.4,2.7,11.8,12.92,584.1,377.2,23.4,32.9,60.0,55.9,46.5,27.2,18.6,11.4,9.2,7.4,20.0,28.4,341.0,61.71,20.43,7.65,10.20,0.00,0.00,0.00
03343000,0.60,7,1.96,05120111000002,4.77,76.90,0.77,33.6,2.5,6.7,13.49,1753.9,348.3,16.3,19.0,49.1,60.4,44.0,28.9,18.9,11.8,9.3,9.0,18.6,22.6,307.6,58.57,18.93,9.71,6.41,2.72,1.75,1.89
03343400,0.67,4,1.32,05120112000215,0.30,0.00,0.12,35.7,2.6,7.3,13.64,1235.4,317.6,15.3,20.6,51.4,56.3,41.3,27.2,18.4,11.4,8.4,8.2,16.7,21.5,296.7,63.85,15.75,11.02,4.84,0.00,0.00,4.54
03344500,1.02,3,1.16,05120112000094,0.00,0.00,0.24,20.1,2.0,18.1,12.67,1637.7,318.0,19.0,28.0,57.0,57.0,42.3,26.0,17.0,11.0,10.0,8.0,18.0,25.0,318.3,81.60,3.98,14.42,0.00,0.00,0.00,0.00
03345500,0.73,5,1.76,05120112000039,1.03,8.64,0.39,28.3,2.8,9.8,13.77,1551.8,318.3,18.6,26.0,55.5,57.0,42.8,27.6,18.2,11.0,9.1,8.1,18.6,24.6,316.9,59.29,18.21,10.44,3.54,6.39,0.00,2.13
03346000,0.47,4,1.39,05120112000442,1.20,0.00,0.34,23.2,2.5,13.8,13.38,1499.7,318.5,20.5,30.1,57.4,56.8,43.6,26.7,17.8,11.0,9.3,7.6,18.4,26.0,325.0,52.86,16.74,19.44,3.89,0.00,0.00,7.06
03346500,0.66,5,1.83,05120112000008,0.95,6.77,0.36,25.9,2.7,11.2,13.58,1441.8,318.3,20.3,28.8,57.3,57.3,44.0,27.6,18.2,11.0,9.1,7.8,18.9,25.8,326.0,58.63,17.73,10.82,3.66,6.27,0.00,2.89
03347000,0.41,4,1.85,05120201000096,2.63,0.00,1.00,31.0,2.5,7.8,13.81,1947.2,374.4,16.9,17.9,50.4,66.0,47.6,32.9,21.9,13.7,9.9,9.5,19.6,22.3,328.7,58.94,14.97,16.21,9.60,0.00,0.00,0.28
03347500,0.30,2,1.56,05120201000094,0.00,0.00,0.39,34.6,3.1,7.3,13.81,1735.9,376.5,18.7,20.9,55.1,69.0,51.5,34.7,22.8,14.2,10.1,9.7,21.2,24.8,352.8,74.91,25.09,0.00,0.00,0.00,0.00,0.00
03348000,0.38,4,1.78,05120201000090,1.76,0.00,0.72,32.7,2.5,6.8,14.04,2102.0,374.8,17.2,19.1,52.1,65.8,47.7,32.7,21.5,13.5,9.8,9.1,19.5,22.8,331.1,53.74,19.44,11.67,14.98,0.00,0.00,0.18
03348020,0.45,2,1.47,05120201000120,0.00,0.00,0.45,30.1,2.2,6.6,14.16,2108.1,373.6,16.8,19.1,52.6,63.2,43.9,30.7,19.7,12.0,9.9,8.4,17.1,22.5,316.0,72.82,27.18,0.00,0.00,0.00,0.00,0.00
03348100,0.33,2,1.44,05120201000117,0.45,0.00,0.43,32.8,2.1,5.7,13.89,2334.3,374.7,17.0,20.2,53.8,63.7,44.8,30.5,19.5,12.0,9.5,8.1,17.9,22.8,319.9,65.21,34.79,0.00,0.00,0.00,0.00,0.00
03348130,0.37,4,1.76,05120201000089,1.51,0.00,0.68,32.8,2.4,6.5,14.04,2296.9,374.8,17.2,19.4,52.5,65.4,47.1,32.2,21.1,13.2,9.7,8.9,19.2,22.9,328.8,54.82,22.38,9.49,13.17,0.00,0.00,0.14
